title,perex,date,link
«Укренерго» попереджає про можливі відключення світла протягом всієї доби 24 травня,«Причина – дощова погода та щільна хмарність у більшості регіонів України»,"19:11, 23 травня 2024",https://www.radiosvoboda.org/a/news-ukrenerho-vidklyuchennya-svitla/32961028.html
У Львові відбувся Форум російської опозиції на підтримку України,На форумі було понад 40 учасників від провідних опозиційних обʼєднань – Марат Гельман,"19:00, 23 травня 2024",https://www.radiosvoboda.org/a/news-lviv-forum-rosijskoji-opozyciji/32961009.html
ЄС закликає Росію звільнити з полону цивільних українців і пустити до них Червоний Хрест – заява,"ЄС закликає Росію надати списки імен і місцеперебування всіх українців, позбавлених волі","18:51, 23 травня 2024",https://www.radiosvoboda.org/a/news-rosiya-tsyvilni-poloneni/32961000.html
"Сили РФ здійснили понад пів сотні атак, найбільше – на Куп’янському та Покровському напрямках – Генштаб","Також активними сили РФ є на Краматорському напрямку, де тривають три бойові зіткнення","18:22, 23 травня 2024",https://www.radiosvoboda.org/a/news-genshtab-zvedennya/32960971.html
США готують новий пакет військової допомоги для України на 275 мільйонів доларів – AP,"За даними видання, до пакету допомоги увійдуть боєприпаси 155 міліметрів і ракети для HIMARS","18:00, 23 травня 2024",https://www.radiosvoboda.org/a/news-ssha-viyskova-dopomoha-ukrayina/32960945.html
Литва забороняє імпорт майже трьох тисяч видів аграрної продукції з Білорусі та РФ,"У березні Литва разом з Латвією, Естонією, Польщею та Чехією закликали Єврокомісію проаналізувати можливість обмеження імпорту до ЄС харчових продуктів із Білорусі та Росії","17:48, 23 травня 2024",https://www.radiosvoboda.org/a/news-lytva-zaborona-exportu-agrarnoji-produkciji-z-bilorusi/32960935.html
15 років за ґратами за коригування удару по Яворівському полігону отримав житель Львова,"13 березня 2022 року російські війська завдали по Яворівському полігону удару 30 крилатими ракетами, внаслідок чого понад 60 людей загинули, ще понад 160 зазнали поранень різного ступеня тяжкості","17:20, 23 травня 2024",https://www.radiosvoboda.org/a/news-15-rokiv-za-gratamy-koryguvannja-udaru-po-javorivskomu-polihonu/32960906.html
ЄСПЛ вважає справедливими судові рішення щодо Саакашвілі у Грузії,"ЄСПЛ відмовив Саакашвілі в задоволенні скарги, вважаючи, що колишній президент не надав достатніх доказів несправедливості судових рішень","17:11, 23 травня 2024",https://www.radiosvoboda.org/a/news-yespl-saakashvili-sud-hruziya/32960890.html
Путін дозволив використати майно США в РФ для компенсації збитків від вилучення російських активів,"Створена російським урядом спеціальна комісія виявлятиме майно, що належить юридичним особам США, яке може бути використане для компенсації збитків","16:55, 23 травня 2024",https://www.radiosvoboda.org/a/news-putin-majno-ssha-v-rf-dlja-kompensaciji-sankcij/32960859.html
"Сили РФ завдали удару по селищу Золочів, постраждало двоє жінок – прокуратура","«Попередньо, росіяни атакували населений пункт авіаційним боєприпасом»","16:33, 23 травня 2024",https://www.radiosvoboda.org/a/news-kharkivshchyna-zolochiv-rosiya-obstril-viyna/32960825.html
Російський удар по Харкову: знову зросла кількість постраждалих,"«На цю хвилину відомо про сімох загиблих... Всі – працівники відомого підприємства, де друкували журнали, газети та іншу поліграфію»","16:30, 23 травня 2024",https://www.radiosvoboda.org/a/news-kharkiv-drukarnya-obstril/32960818.html
У Тбілісі пройшов багатотисячний марш проти закону про «іноагентів»,Учасники маршу зібралися у різних місцях столиці Грузії та об’єдналися на площі Свободи,"23:18, 24 травня 2024",https://www.radiosvoboda.org/a/news-tbilisi-protest-inoahenty/32962721.html
Міністри фінансів G7 обговорюють «потенційні схеми» використання активів РФ на допомогу Україні – Bloomberg,Зустріч міністрів фінансів країн «Групи семи» відбувається в італійському місті Стреза з 23 до 25 травня,"22:54, 24 травня 2024",https://www.radiosvoboda.org/a/news-ministry-finansiv-g7-aktyvy-rf-dopomoha-ukrajini/32962715.html
«Цей пакет є критично важливим саме зараз» – Зеленський про допомогу США,"«Цей пакет є критично важливим саме зараз, коли ворог посилив атаки вздовж лінії фронту», – каже Володимир Зеленський","22:41, 24 травня 2024",https://www.radiosvoboda.org/a/news-ssha-paket-dopomohy-ukrayina-zelenskyy/32962712.html
Україна перестала використовувати деякі види зброї США через російські перешкоди – WP,"Як пише видання, ця ситуація підірвала здатність України захищати свою територію і змусила українських чиновників терміново звернутися по допомогу до Пентагону, щоб виробники модернізували зброю","22:15, 24 травня 2024",https://www.radiosvoboda.org/a/news-rosijskyj--reb-pereshkodzhaje-zbroji-ssha-wp/32962704.html
США оголосили про військову допомогу Україні на 275 мільйонів доларів,"Пакет військової допомоги CША, серед іншого, передбачає надання Україні боєприпасів для HIMARS","22:07, 24 травня 2024",https://www.radiosvoboda.org/a/news-ssha-paket-dopomohy-ukrayina/32962703.html
В Україну прибула ще одна система ППО IRIS-T – ЗМІ,"Видання Spiegel зауважує, що зараз в Україні є чотири системи Iris-T середньої дальності та одна така система малої дальності.","21:38, 24 травня 2024",https://www.radiosvoboda.org/a/news-ppo-iris-t-nimechchyna-ukrayina/32962687.html
"«Путін боїться того, що може дати Саміт миру» – Зеленський у відеозверненні","Конференція, яку українська влада називає Глобальним самітом миру, відбудеться 15–16 червня","21:35, 24 травня 2024",https://www.radiosvoboda.org/a/news-putin-bojitsja-samitu-myru-zelenskyj/32962686.html
У Німеччині в деяких школах вирішили вивчати українську мову як другу іноземну,,"21:08, 24 травня 2024",https://www.radiosvoboda.org/a/news-ukrayinska-mova-nimechchyna/32962669.html
На фронті від початку доби відбулось 77 бойових зіткнень – Генштаб ЗСУ,"У Генштабі інформують, що «українські війська вживають заходів для утримання позицій, здійснюють контратакувальні дії та нищать ворога»","21:01, 24 травня 2024",https://www.radiosvoboda.org/a/news-henshtab-zsu-viyna-zvedennya/32962663.html
Рада звернулася до уряду щодо бронювання працівників оборонних підприємств – Костенко,"Уряд має забезпечити бронювання працівникам оборонних компаній, інакше «за місяць-два ОПК в Україні просто не буде», наголосив депутат","20:55, 24 травня 2024",https://www.radiosvoboda.org/a/news-kostenko-bronjuvannja-pracivnykiv-oboronnyh-pidpryjemstv/32962655.html
Київ відреагував на повідомлення про нібито готовність Путіна до переговорів про перемирʼя,«Путін відчайдушно намагається зірвати мирний саміт у Швейцарії 15-16 червня. Він боїться його успіху. Його оточення посилає ці фальшиві сигнали» – вважає Дмитро Кулеба,"20:30, 24 травня 2024",https://www.radiosvoboda.org/a/news-putin-perehovory-peremyrya-kuleba-samit-myru/32962639.html
На Донеччині через російські обстріли загинуло троє людей – прокуратура,«Під завалами зруйнованого від влучання засобу ураження в будинку загинув 40-річний переселенець з Покровського району»,"20:26, 24 травня 2024",https://www.radiosvoboda.org/a/news-donechchyna-obstril-rosiya-viyna/32962636.html
У Румунії російського дипломата оголосили персоною нон ґрата,"Російське МЗС звинувачувало румунську владу в тому, що вони ведуть недружню до Москви політику і чинять перешкоди в роботі російських дипломатичних представництв у Румунії","20:24, 24 травня 2024",https://www.radiosvoboda.org/a/news-rumunija-rosijskyj-dyplomat-persona-non-grata/32962634.html
«Укренерго»: відключення світла 25 травня триватимуть дві години,"За даними компанії, відключення можуть бути застосовані при перевищенні визначених лімітів обсягів споживання","19:55, 24 травня 2024",https://www.radiosvoboda.org/a/news-ukrenerho-svitlo-vymknennya/32962604.html
У Білорусі засудили двох чоловіків у справі про готування вибуху генконсульства РФ,"Раніше «Вясна» повідомляла, що за два роки з початку повномасштабного російського вторгнення в Україну силовики в Білорусі затримали 1671 особу за антивоєнну позицію","19:51, 24 травня 2024",https://www.radiosvoboda.org/a/news-bilorus-gotuvannja-vybuhu-genkonsulstva-rf/32962601.html
"У НАБУ і САП кажуть, що «досягли спільного бачення», як вести розслідування після «витоку інформації» – заява",НАБУ і САП пообіцяли поінформувати суспільство про результати вказаного розслідування,"18:58, 24 травня 2024",https://www.radiosvoboda.org/a/news-nabu-sap-rozsliduvannya-zayava/32962559.html
ЄС хоче інвестувати прибутки із заморожених активів у виробництво зброї в Україні,"Загалом ЄС підготував пакет із семи рішень, усі з яких стосуються допомоги Україні зброєю з Європейського фонду миру","18:42, 24 травня 2024",https://www.radiosvoboda.org/a/news-es-investyciji-u-vyrobnyctvo-zbroji/32962544.html
"Путін вважає, що у Зеленського «легітимність закінчилася»",Раніше питання повноважень президента України Володимира Зеленського коментували в Євросоюзі та ООН,"18:21, 24 травня 2024",https://www.radiosvoboda.org/a/news-putin-zelenskyj-legitymnist/32962525.html
"На Харківщині від початку наступу РФ загинуло щонайменше 35 цивільних, 137 поранених – ООН","«Серед загиблих або поранених у північній частині регіону, де бойові дії були найінтенсивнішими, більш ніж половина були віком від 60 років»","18:17, 24 травня 2024",https://www.radiosvoboda.org/a/news-oon-zhertvy-naselennya-ukrayina-viyna/32962521.html
За ексголову ДФС Романа Насірова внесли заставу – ВАКС,Колишній керівник ДФС за ухвалою ВАКС перебував під вартою із 31 жовтня 2022 року,"17:39, 24 травня 2024",https://www.radiosvoboda.org/a/news-nasirov-vaks-sud-dfs-zastava/32962484.html
Reuters: Путін готовий провести переговори про перемирʼя в Україні на нинішній лінії фронту,,"17:28, 24 травня 2024",https://www.radiosvoboda.org/a/32962472.html
РФ нарощує угруповання біля кордонів Чернігівської та Сумської областей – Генштаб,"«На інших напрямках обстановка стабільна, різких змін немає»","17:07, 24 травня 2024",https://www.radiosvoboda.org/a/news-henshtab-zsu-front-sumshchyna-kharkivshchyna/32962438.html
Суд ООН у Гаазі вимагає від Ізраїлю припинити наступ на Рафах,"Йдеться про так звані термінові тимчасові забезпечувальні заходи щодо Ізраїлю за позовом, який раніше подала Південно-Африканська республіка","17:01, 24 травня 2024",https://www.radiosvoboda.org/a/news-sud-oon-izrail-rafah/32962434.html
"Казахстан: суд засудив до умовного ув’язнення пенсіонерку, яка критикувала агресію Росії проти України",У суді після оголошення їй вироку пенсіонерка вигукнула «Україна жасасин!» («Слава Україні!»),"16:42, 24 травня 2024",https://www.radiosvoboda.org/a/news-kazahstan-umovnyi-vyrok-pensionerka-shresia-rosii-proty-ukrainy/32962406.html
«Відправлять до бойових підрозділів»: у Генштабі ЗСУ анонсували скорочення штату на 60%,"Острянський додав, що «плануються доукомплектувати органи управління оперативного та тактичного рівнів, а також бойові військові частини»","16:39, 24 травня 2024",https://www.radiosvoboda.org/a/news-henshtab-shtat-skorochennya-zsu/32962403.html
Офіційний курс уперше в історії подолав позначку 40 гривень за долар,"За даними Bloomberg, станом на 16:00 торги відбувалися приблизно на рівні офіційного курсу – 40 гривень 14 копійок за долар","16:28, 24 травня 2024",https://www.radiosvoboda.org/a/news-kurs-hryvni-podolav-40-hryven-za-dolar/32962392.html
Кабмін послабив обмеження щодо канабісу для використання в наукових та медичних цілях,"Зміни внесені на виконання вимог закону, який дозволяє використання рослин роду коноплі в навчальних, освітніх, наукових та медичних цілях","16:09, 24 травня 2024",https://www.radiosvoboda.org/a/news-kabmin-poslabyv-obmezhennia-kanabis/32962351.html
Пономарьов каже: 24 канал мав ексклюзивні права на зйомку Форуму російської опозиції на Львівщині. Канал заперечує,23 травня у Львові відбувся Форум російської опозиції на підтримку України,"16:06, 24 травня 2024",https://www.radiosvoboda.org/a/news-forum-lviv-ponomarov-forum-sadovyy/32962354.html
Під час наступу на Вовчанськ Росія залучила підрозділи «Африканського корпусу» – розвідка Британії,"Як зазначає британська розвідка, підрозділи «Африканського корпусу» з великою ймовірністю раніше були розгорнуті в Сирії, Лівії, Буркіна-Фасо та Нігері","15:38, 24 травня 2024",https://www.radiosvoboda.org/a/news-rosiya-nastup-vovchansk-kharkivshchyna-rozvidka/32962307.html
Головну нагороду Каннського фестивалю отримав фільм «Анора»,"Іранський кінорежисер Мохаммад Расулоф, який утік від в’язниці й покарання батогами на батьківщині, отримав спеціальний приз журі на Каннському кінофестивалі за свою історію «Насіння священного інжиру»","23:36, 25 травня 2024",https://www.radiosvoboda.org/a/news-kannskyi-festyval/32963574.html
Росія й Іран підтвердили «стратегічне партнерство» в розмові міністрів після загибелі Раїсі,«Сторони підтвердили свою тверду прихильність безумовному продовженню обраного лідерами двох країн курсу на формування стратегічної партнерство між Росією й Іраном і готовність реалізовувати всі наявні домовленості й проєкти в різних сферах»,"23:22, 25 травня 2024",https://www.radiosvoboda.org/a/news-rosia-iran/32963560.html
Генштаб: Покровський напрямок залишається найгарячішою точкою всієї лінії фронту,"«На цей час загальна кількість ворожих наступальних і штурмових дій вже зросла до 99. Найбільше боєзіткнень фіксується на Куп’янському, Покровському і Курахівському напрямках»","22:58, 25 травня 2024",https://www.radiosvoboda.org/a/news-henshtab-pokrovskyi-napriamok/32963571.html
"Кількість загиблих через удар по «Епіцентру» в Харкові зросла до шести, 16 людей зникли – ОВА","За словами голови ОВА, на місці розгорнутий штаб ліквідації наслідків прильотів, працює мобільна лабораторія ДНК","22:39, 25 травня 2024",https://www.radiosvoboda.org/a/news-kharkiv-udar-zahybli/32963565.html
"Через удар РФ по центру Харкова постраждали 18 людей, дитина – у тяжкому стані – влада","«За даними слідства, 25 травня орієнтовно о 19:00 збройні сили РФ завдали ракетний удар по центру Харкову. Зафіксовано влучання по офісних приміщеннях»","22:10, 25 травня 2024",https://www.radiosvoboda.org/a/news-udar-kharkiv-postrazhdali/32963557.html
Четверо цивільних поранені на Херсонщині через російські удари – ОВА,"72-річний чоловік зазнав поранення у Станіславі, де загарбники скинули вибухівку з дрона, три жінки були поранені в Комишанах","21:34, 25 травня 2024",https://www.radiosvoboda.org/a/news-khersonshchyna-poraneni/32963545.html
"«Не купуйтеся на кремлівські казки» про мир – МЗС Чехії про удар по Харкову, в якому загинули 4 людини, десятки – поранені",«На зустрічі міністрів НАТО в Празі я проситиму своїх колег посилити підтримку для стримування російського імперіалізму»,"21:13, 25 травня 2024",https://www.radiosvoboda.org/a/news-kharkiv-mzs-chekhii/32963541.html
Кількість постраждалих через російські удари по Харкову зросла – влада,"«Серед постраждалих – хлопець 13 років, госпіталізований»","20:47, 25 травня 2024",https://www.radiosvoboda.org/a/news-kharkiv-udar-poraneni/32963530.html
Кількість зіткнень від початку доби зросла до 71 – Генштаб про ситуацію на фронті,«Гарячою залишається обстановка на Покровському напрямку. Тут кількість боєзіткнень зросла до 18»,"20:06, 25 травня 2024",https://www.radiosvoboda.org/a/news-henshtab-zvedennia/32963513.html
"Війська РФ знову вдарили по центру Харкова, шість людей поранені  – влада","Раніше сьогодні російські війська вдарили, за попередніми даними, КАБами, по Харкову. Внаслідок одного з ударів сталася масштабна пожежа в будівельному гіпермаркеті, там загинули двоє людей, кілька десятків – постраждали, є зниклі, проте точне їх число – невідоме","19:39, 25 травня 2024",https://www.radiosvoboda.org/a/news-kharkiv-udar-tsentr/32963500.html
«Укренерго»: відключень світла на 26 травня не прогнозують,"«Завтра, 26 травня, протягом доби в усіх регіонах України обмеження споживання для побутових і промислових споживачів не прогнозується»","19:20, 25 травня 2024",https://www.radiosvoboda.org/a/news-ukrenerho-hrafiky-vidkluchen/32963491.html
"Удар РФ по Харкову: пожежу в гіпермаркеті локалізували, число постраждалих зросло","Голова Харківської обласної військової адміністрації Олег Синєгубов повідомив, що загиблі – це чоловіки, які працювали в гіпермаркеті","18:48, 25 травня 2024",https://www.radiosvoboda.org/a/news-kharkiv-udar-rf-postrazhdali/32963477.html
Українські військові збили черговий російський Су-25 – влада,«Воїни нашої 110-ї окремої механізованої бригади збили сьогодні черговий російський Су-25»,"18:26, 25 травня 2024",https://www.radiosvoboda.org/a/news-zsu-zbyly-su-25-rf/32963468.html
"Міністри G7 заявили про «прогрес», але угоди про використання активів РФ на допомогу Україні поки немає",Конкретну пропозицію планують представити на саміті лідерів G7 наступного місяця,"18:13, 25 травня 2024",https://www.radiosvoboda.org/a/news-g7-aktyvy-rf/32963461.html
Зеленський: у гіпермаркеті в Харкові під час удару РФ могли були понад 200 людей,"На даний час, за повідомленням влади, відомо про двох загиблих і 24 постраждалих","17:36, 25 травня 2024",https://www.radiosvoboda.org/a/news-kharkiv-udar-hipermarket/32963445.html
"Війська РФ вдарили по будівельному гіпермаркету в Харкові, є загиблі і зниклі – влада","«Маємо велику кількість людей, зниклих без вісти. Багато поранених. Судячи зі всього, удар завдавався саме по торговельному центру, де перебувало багато людей – це чистий тероризм»","17:08, 25 травня 2024",https://www.radiosvoboda.org/a/news-kharkiv-udar-rf/32963432.html
У морський порт Керчі заходило іноземне судно-газовоз – фото,"Як повідомляє кореспондент проєкту Радіо Свобода Крим.Реалії, екіпаж закрив за допомогою підручних засобів назву й ідентифікаційний номер судна","16:51, 25 травня 2024",https://www.radiosvoboda.org/a/news-krym-morskyy-port-kerchi-inozemne-sudno-hazovoz/32963419.html
«Один українець на вісім росіян» – Зеленський про втрати військ РФ під час наступу на Харківщині,"«Один українець на вісім росіян. Але Путіну абсолютно начхати на своїх людей, як на цивільних, так і на військових»","16:40, 25 травня 2024",https://www.radiosvoboda.org/a/news-rosia-vtraty-zelenskyi/32963418.html
"«Рахую не дні, а роки»: у Запоріжжі вийшли на підтримку полонених оборонців Маріуполя","«Наші захисники, Маріупольський гарнізон до останнього боролися. Вони виконали свій обов’язок. Зараз наш обов’язок – боротися за їхню свободу»","15:58, 25 травня 2024",https://www.radiosvoboda.org/a/news-zaporizhzhia-aktsia-poloneni/32963395.html
Російські війська «особливо активні» сьогодні на Покровському напрямку – Генштаб ЗСУ,«Інтенсивність ворожих атак збільшилась більш ніж втричі.  На даний час зафіксовано 14 боєзіткнень»,"15:49, 25 травня 2024",https://www.radiosvoboda.org/a/news-rosiiski-viiska-aktyvnist-pokrovskyi-napriamok/32963391.html
"«Укренерго»: графіки відключень світла 25 травня почнуть діяти раніше, ніж планувалося","Раніше «Укренерго» повідомляв, що графіки відключень в усіх регіонах почнуть діяти з 22 години до кінця доби 25 травня","15:13, 25 травня 2024",https://www.radiosvoboda.org/a/news-ukrenerho-hrafiky-vidkluchen/32963367.html
"Влада Харківщини: російські війська вдарили по Куп’янськ-Вузловому, 5 людей поранені",Російська атака також пошкодила автомобіль екстреної допомоги та одне цивільне авто,"14:40, 25 травня 2024",https://www.radiosvoboda.org/a/news-kharkivshchyna-udar-kupyansk-vuzlovyi/32963350.html
Удар по Криму вночі на 24 травня прийшовся по об’єкту ФСБ – супутникові фото,"На фотографіях з космосу, зроблених після удару, видно місця ймовірного влучання ракет","14:14, 25 травня 2024",https://www.radiosvoboda.org/a/news-udar-po-krymu-obiekt-fsb/32963334.html
Судовий реєстр: ДБР розслідує «залишення бойових позицій» військовими на Харківщині,Слідчий попросив суд надати дозвіл на доступ до даних оператора lifecell «для встановлення важливих обставин у кримінальному провадженні»,"13:51, 25 травня 2024",https://www.radiosvoboda.org/a/news-dbr-zalyshennia-pozytsii-viiskovo-kharkivshchyna/32963322.html
Зеленський: Україна останнім часом відкрила 10 нових посольств у країнах Африки,"«У цьому столітті бути дійсно сильним буде неможливо без співпраці та взаємоповаги з націями Африки», заявив президент із нагоди Дня Африки","13:12, 25 травня 2024",https://www.radiosvoboda.org/a/news-zelensky-ukraina-posolstva-afryka/32963293.html
Росія: з’явилося супутникове фото наслідків удару по системі раннього попередження в Краснодарському краї,"Судячи з фото, безпілотники атакували станцію радіолокації «Воронеж-ДМ». Вона забезпечує контроль радіолокації на відстані до 6 тисяч кілометрів","12:45, 25 травня 2024",https://www.radiosvoboda.org/a/news-rosiia-suputnykovi-foto-radar/32963281.html
Генштаб: Сили оборони «продовжують укріплювати рубежі» на Харківщині,Командування повідомляє про відбиття двох атак поблизу Петропавлівки та Невського. Штаб називає ситуацію в цьому районі напруженою,"12:05, 25 травня 2024",https://www.radiosvoboda.org/a/news-henshtab-syly-oborony-rubezhi-kharkivshchyna/32963258.html
"Армія РФ вдарила по Харківському району, голова області повідомляє про пораненого","Мер Харкова уточнив, що влучання сталися в «дуже близькому передмісті» обласного центру. Спершу він повідомляв про удари по Північній Салтівці","11:29, 25 травня 2024",https://www.radiosvoboda.org/a/news-armiia-rf-kharkivskyi-raion-poranenyi/32963238.html
Столтенберґ закликає країни НАТО зняти обмеження на удари України по військових цілях у Росії,"«Українці мають право захищатися. Сюди входять і удари по цілях на російській території», вважає генсек НАТО","11:04, 25 травня 2024",https://www.radiosvoboda.org/a/news-stoltenberg-nato-udary-ukrainy-rosiia/32963222.html
"Прокуратура: через обстріли РФ Донеччини загинуло троє людей, ще двох – поранено","Правоохоронці розповіли, що війська РФ обстріляли міста Сіверськ, Часів Яр і Красногорівку","23:30, 26 травня 2024",https://www.radiosvoboda.org/a/news-obstril-donechchyny-prokuratura/32964465.html
"Росія посилює диверсійну кампанію у Європі, спрямовану на послаблення підтримки України – NYT","Офіційні особи кажуть, що цією кампанією керує російська військова розвідка ГРУ","22:58, 26 травня 2024",https://www.radiosvoboda.org/a/news-rosiya-dyversiyi-yevropa-pidpal/32964459.html
"Генштаб: на фронті відбулось 83 бойових зіткнення, найбільше на Покровському напрямку",Майже в два рази протягом дня зросла активність російської армії на Куп’янському напрямку,"22:12, 26 травня 2024",https://www.radiosvoboda.org/a/news-henshtab-sytuatsiya-na-fronti/32964449.html
"Війська РФ обстріляли село на Херсонщині, поранено чоловіка – ОВА",Внаслідок обстрілу поранення зазнав 80-річний чоловік,"21:47, 26 травня 2024",https://www.radiosvoboda.org/a/news-myrolyubivka-khersonshchyna-obstril/32964434.html
"«Рішення, яке потрібно ухвалити»: Зеленський про дозвіл завдавати удари по території Росії",«Ми бачимо кожну точку концентрації російських військ. Знаємо всі райони запуску російських ракет і бойових літаків»,"21:36, 26 травня 2024",https://www.radiosvoboda.org/a/news-zelenskyy-udary-po-rosiyi/32964431.html
Зурабішвілі у День незалежності нагадала про агресію РФ і наголосила на важливості європейського курсу Грузії,"«Сьогодні мене дивує той факт, що мені доводиться переконувати деяких людей у ​​тому, хто ворог, а хто друг»","21:03, 26 травня 2024",https://www.radiosvoboda.org/a/news-zurabishvili-den-nezalezhnosti-hruziyi/32964415.html
"Обстріл Богуславки: кількість постраждалих зросла до п’яти, серед них двоє дітей – прокуратура","За даними правоохоронців, війська РФ завдали авіудару по селищу орієнтовно о 14:20","20:29, 26 травня 2024",https://www.radiosvoboda.org/a/news-bohuslavka-aviaudar-postrazhdali/32964397.html
"В «Укренерго» розповіли, в які години можливе відключення світла 27 травня","Ліміти на споживання електроенергії для побутових та промислових споживачів будуть діяти в усіх регіонах України
з 06:00 до 24:00","19:50, 26 травня 2024",https://www.radiosvoboda.org/a/news-ukrenerho-hrafiky-vidklyuchen-svitla/32964383.html
"Викрадені нагороди. Радіо Свобода знайшло військових РФ, які, ймовірно, закатували полковника СБУ в Бучі","Для створення розслідування автор опитав близько 200 очевидців окупації Бучі і віднайшов досі не опубліковані фото, відео та унікальні російські документи","19:29, 26 травня 2024",https://www.radiosvoboda.org/a/telizhenko-bucha-vbyvstvo/32964367.html
Ракетний удар по Харкову: поліція ідентифікувала тіла 10 загиблих,"У поліції зазначили, що восьмеро людей вважаються зниклими безвісти","19:00, 26 травня 2024",https://www.radiosvoboda.org/a/news-kharkiv-politsiya-identyfikatsiya-til/32964369.html
Війська РФ не полишають спроб просуватися на Харківщині – Генштаб ЗСУ,Кількість бойових зіткнень по всій лінії фронту зросла до 67,"18:29, 26 травня 2024",https://www.radiosvoboda.org/a/news-henshtab-kharkivshchyna-sytuatsiya-na-fronti/32964359.html
"Фінляндія планує повертати біженців із Росії, навіть якщо РФ буде проти – очільниця МЗС","Парламент Фінляндії розглядає законопроєкт, який дозволить фінським прикордонникам повертати назад до Росії біженців, які прибувають через східний кордон","17:58, 26 травня 2024",https://www.radiosvoboda.org/a/news-finlyandiya-rosiya-kordon/32964346.html
"Влада: кількість загиблих унаслідок авіаудару по «Епіцентру» зросла до 16, серед них дитина","За даними поліції, постраждали 44 людини","17:23, 26 травня 2024",https://www.radiosvoboda.org/a/news-kharkiv-udar-epitsentr/32964327.html
"Шольц каже, що проти використання німецької зброї по цілях у Росії","«У нас є чіткі правила, узгоджені з Україною щодо поставок зброї, які ми вже здійснили. І вони працюють»","16:51, 26 травня 2024",https://www.radiosvoboda.org/a/news-sholts-udary-po-rosiyi/32964307.html
"ОВА: війська РФ атакували Богуславку на Харківщині, є загибла і поранені","«Одна 72-річна жінка загинула, двоє цивільних зазнали поранень, серед них – хлопчик 9 років»","16:15, 26 травня 2024",https://www.radiosvoboda.org/a/news-bohuslavka-obstril-kharkivshchyna/32964294.html
Унаслідок авіаудару по «Епіцентру» вже загинуло 15 людей – влада,25 травня сили РФ завдали удару по будівельному супермаркету в Харкові,"15:53, 26 травня 2024",https://www.radiosvoboda.org/a/news-kharkiv-aviaudar-zahybli-epitsentr-synyehubov/32964282.html
У Міненерго кажуть про знеструмлення споживачів у семи областях,Російські війська цієї весни неодноразово атакували об’єкти енергетичної інфраструктури в Україні,"15:11, 26 травня 2024",https://www.radiosvoboda.org/a/news-minenerho-vidklyuchennya-svitlo/32964253.html
Розвідка Британії: ЗСУ «стабілізували» наступ Росії на Харківщині,"«Сили РФ, ймовірно, контролюють село Бугруватка на півночі Харківської області і намагаються встановити контроль над сусідньою переправою через річку Сіверський Донець».","14:28, 26 травня 2024",https://www.radiosvoboda.org/a/news-rozvidka-brytaniya-viyna-rosiya-zsu/32964225.html
На Харківському напрямку відбито загрозу прориву російських військ – Генштаб,«На Лиманському напрямку наші воїни дали жорстку відсіч спробі російських загарбників просунутися у бік Невського»,"13:58, 26 травня 2024",https://www.radiosvoboda.org/a/news-zvedennya-henshtab-zsu-rosiya-viyna/32964195.html
Учасниці «Євробачення» Аlyona Аlyona і Jerry Heil закрили збір на відбудову школи на Дніпропетровщині,Зробити пожертву можна було через сторінку проєкту на сайті United24,"13:26, 26 травня 2024",https://www.radiosvoboda.org/a/news-yevrobachennya-zbir-dnipropetrovshchyna/32964173.html
У Польщі вночі підіймали у повітря винищувачі через обстріл України,"Розпочато всі необхідні процедури для забезпечення безпеки повітряного простору Польщі, зазначали військові","12:53, 26 травня 2024",https://www.radiosvoboda.org/a/news-polshcha-raketnyy-udar-rosiya-vynyshchuvachi-f-16/32964130.html
"Зеленський каже, що Росія збирає ще одне угруповання військ біля кордону України","«Буквально зараз, цими днями, ми захищаємось за 60 кілометрів на північний схід від цього місця від чергової спроби російського наступу»","12:24, 26 травня 2024",https://www.radiosvoboda.org/a/news-zelenskyy-rosiya-nastup-kharkiv-viyna/32964111.html
Зросла кількість загиблих внаслідок авіаудару по «Епіцентру» в Харкові – прокуратура,25 травня сили РФ завдали удару по будівельному супермаркету в Харкові,"11:49, 26 травня 2024",https://www.radiosvoboda.org/a/news-kharkiv-epitsentr-zahybli-udar-rosiya/32964120.html
"Авіаудар по Харкову: встановлені особи трьох із 12 загиблих, 16 людей вважаються зниклими безвісти – МВС","«Kіквідація пожежі в харківському будівельному гіпермаркеті тривала понад 16 годин, вогонь поширився на понад 13 тис. кв. м»","11:24, 26 травня 2024",https://www.radiosvoboda.org/a/news-kharkiv-epitsentr-aviaudar-postrazhdali-mvs/32964079.html
Участь у Саміті миру вже підтвердили понад 80 країн – Зеленський,"Президент звернувся до лідерів світу, які «поки що осторонь глобальних зусиль із підготовки Саміту миру»","10:55, 26 травня 2024",https://www.radiosvoboda.org/a/news-samit-myru-uchasnyky-shveytsariya-zelenskyy/32964066.html
